0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68882e+09,-15,-9,0.1,0,0,0,1,0,0,0,0,0,0,1.68882e+09,-15,-7,0.1,0,0,0,1,0,0,0,0,0,0,1.68882e+09,-15,-5,0.1,0,0,0,1,0,0,0,0,0,0
1.68882e+09,-15,-9,0.1,0.00136937,0.000236481,4.46078e-05,0.999984,-0.000922525,0.00537403,0.00118295,0.105351,0.0182133,0.00344692,1.68882e+09,-15,-7,0.1,0,0,0,1,0,0,0,0,0,0,1.68882e+09,-15,-5,0.1,0,0,0,1,0,0,0,0,0,0
1.68882e+09,-14.9997,-8.99995,0.10001,0.0114434,0.00198473,0.000379154,0.999823,-0.00244438,0.0150242,0.0110258,0.294327,0.0512236,0.00988145,1.68882e+09,-15,-7,0.100001,0.000246513,0.000303527,0.000202014,0.999996,-0.00209888,0.00170631,0.000395995,0.0335214,0.0412671,0.0274468,1.68882e+09,-15,-5,0.1,0,0,0,1,0,0,0,0,0,0
1.68882e+09,-14.9984,-8.99972,0.100055,0.035275,0.00615179,0.00119316,0.999032,-0.0035196,0.0253432,0.0357849,0.49529,0.0869585,0.0171669,1.68882e+09,-14.9999,-6.99988,0.100083,0.00464772,0.00571574,0.00378609,0.999902,-0.00865517,0.00716395,0.00830643,0.140644,0.172823,0.114109,1.68882e+09,-15,-4.99998,0.10001,0.00324127,0.00149605,0.000655525,0.99996,-0.00335305,0.00733001,0.00395032,0.143848,0.0664904,0.0291343
1.68882e+09,-14.9965,-8.99939,0.100117,0.0574977,0.0100662,0.00197215,0.997691,-0.00362984,0.0314923,0.0600675,0.614143,0.108515,0.021756,1.68882e+09,-14.9993,-6.99913,0.100571,0.0165822,0.020362,0.0134068,0.999323,-0.0151891,0.0131904,0.030817,0.254578,0.312086,0.204102,1.68882e+09,-14.9994,-4.99972,0.100124,0.017213,0.007976,0.00349496,0.999607,-0.00713601,0.0162595,0.0217136,0.317809,0.147793,0.0647637
1.68882e+09,-14.9937,-8.9989,0.100215,0.0842529,0.0148101,0.00293085,0.995199,-0.00317224,0.0370743,0.090521,0.721452,0.128351,0.0261344,1.68882e+09,-14.9984,-6.99805,0.101285,0.0281378,0.0345158,0.0226305,0.998238,-0.0186906,0.0170252,0.0536809,0.322039,0.394128,0.255985,1.68882e+09,-14.9984,-4.99927,0.100321,0.0320241,0.014879,0.00652004,0.998867,-0.00904843,0.0216732,0.0414018,0.421102,0.196665,0.0861877
1.68882e+09,-14.9885,-8.99799,0.100396,0.123368,0.0218016,0.00436868,0.994304,-0.00345926,0.0431376,0.0974024,0.839887,0.150812,0.0313085,1.68882e+09,-14.997,-6.99633,0.102408,0.0422586,0.0517821,0.033803,0.99612,-0.0214795,0.0207798,0.0827731,0.382955,0.467858,0.301643,1.68882e+09,-14.9968,-4.9985,0.100656,0.0507621,0.0236501,0.0103642,0.997321,-0.0103962,0.0267055,0.0673091,0.514644,0.241423,0.105817
1.68882e+09,-14.9796,-8.99639,0.100718,0.177463,0.0315751,0.00642198,0.993909,-0.00399927,0.049247,0.0985041,0.959927,0.174495,0.0370755,1.68882e+09,-14.9944,-6.99312,0.104496,0.0631269,0.077247,0.0501387,0.99119,-0.0239325,0.0254068,0.127767,0.450252,0.548801,0.350328,1.68882e+09,-14.9935,-4.997,0.101317,0.0791716,0.0370172,0.0162237,0.993513,-0.011214,0.0325047,0.108398,0.618551,0.291871,0.12796
1.68882e+09,-14.9717,-8.99499,0.101006,0.217237,0.0388377,0.00797719,0.993654,-0.00431761,0.0526658,0.099298,1.02725,0.188415,0.0406553,1.68882e+09,-14.9906,-6.98854,0.107459,0.0871269,0.106463,0.0686877,0.982501,-0.0252061,0.0299711,0.182092,0.508148,0.617837,0.390134,1.68882e+09,-14.9876,-4.99422,0.102535,0.119576,0.0561551,0.0246157,0.98461,-0.0108348,0.0387366,0.170074,0.72475,0.344551,0.151115
